ProjID,ProjUrl,UserUrl,Title,Category,Subcategory,Cancelled,Goal,Currency,Comments,Updates,Videos,Images,MainImgOrVid,Gif,startD,startM,startY,endD,endM,endY,StartDate,EndDate,Sum of Invests,Country,City,Backed,Created,Unsuccessful,Cancelled,Commented,FacebookFriends,WebsitesAmount,Age,Succeeded
802,1680976693/manual-for-reality,1680976693,Manual for Reality,art,performance art,0,8,GBP,0,0,1,0,0,0,7,2,2016,8,3,2016,42407,42437,8,China,Jiufang,0,1,1,0,0,0,3,53,1
803,redrose/red-rose-no-place-like-now-tour-2013,redrose,Red Rose- No Place Like Now Tour 2013,music,electronic music,0,5209,USD,2,1,1,1,1,0,3,9,2013,1,10,2013,41520,41548,5209,Netherlands,Eindhoven,1,1,0,0,1,1100,6,52,1
804,withinthequandary/within-the-quandary,withinthequandary,Within The Quandary,film & video,film & video,0,8650,GBP,0,0,1,1,1,0,3,2,2019,5,3,2019,43499,43529,8650,New Zealand,Wellington,0,1,0,0,0,0,1,64,1
805,singleact/a-single-act-of-kindness,singleact,A Single Act of Kindness,publishing,children's books,1,56979,CAD,7,9,1,3,1,0,11,3,2019,10,4,2019,43535,43565,18195,Sweden,Gothenburg,1,1,0,0,3,0,0,21,0
806,jerry/loveland-continues,jerry,LOVELAND: Everything You Ever Wanted To Know About Detroit Micro Real Estate...,art,performance art,0,1640,USD,0,2,1,1,1,0,12,4,2010,27,4,2010,40280,40295,1640,France,Marne la Valle,37,17,0,1,11,2689,1,27,1
807,1417360330/el-color-de-la-fe,1417360330,EL COLOR DE LA FE,publishing,periodicals,0,485,MXN,0,0,0,11,1,0,25,10,2018,24,12,2018,43398,43458,485,Spain,madrid,0,1,1,0,0,175,4,35,1
809,propercookiedough/proper-cookie-dough-a-new-kind-of-dough-powered-by,propercookiedough,Proper Cookie Dough: A New Kind of Dough | Powered By Plants,food,vegan,0,12753,USD,33,16,1,21,1,4,25,3,2019,9,5,2019,43549,43594,12753,Australia,Paradise Island,4,1,0,0,9,871,1,45,1
810,599151593/volkswagen-lovers-unite,599151593,"Volkswagen Lovers, UNITE!!!",art,public art,0,666,USD,0,0,1,6,0,0,25,1,2015,24,2,2015,42029,42059,666,South Korea,Seoul,0,1,1,0,0,0,0,55,1
811,fejer/o-helvetes-natt-o-helluva-night,fejer,O Helvetes Natt (O Helluva Night),film & video,comedy,0,6094,SEK,0,0,1,8,1,0,16,8,2018,15,9,2018,43328,43358,6094,Germany,Berlin,0,2,0,0,0,0,1,61,1
812,tfwatch/veloce-from-the-italian-fast-lanes-an-inspired-tim,tfwatch,"VELOCE - From the Italian Fast Lanes, an Inspired Timepiece",design,product design,0,24681,SGD,114,7,1,42,1,0,25,9,2018,16,10,2018,43368,43389,24681,Spain,Barcelona,0,1,0,0,55,0,1,57,1
813,366215294/interactive-quantum-molecular-model-of-living-cell,366215294,Dynamic Computer Model of Living Cells,technology,software,1,100769,USD,0,0,0,2,1,0,19,9,2016,15,11,2016,42632,42689,1377,Spain,Barcelona,0,1,1,0,0,0,2,56,0
814,1309196196/the-dolls-of-lisbon,1309196196,The Dolls Of Lisbon,art,sculpture,1,5112,USD,0,0,1,1,1,0,3,11,2009,1,2,2010,40120,40210,3054,Argentina,Concordia,1,5,0,0,0,4925,2,38,0
815,savourthissauce/savour-this-sauce-vegan-gf-and-growingits-time,savourthissauce,"Mind-Blowing Delicious Sauces (Cook, Dip, Marinade + Spread)",food,small batch,1,75077,USD,4,1,1,6,0,0,1,5,2014,31,5,2014,41760,41790,73456,Netherlands,Amsterdam,1,1,1,0,0,0,4,19,0
816,190745488/torghumor-charter,190745488,TORGHUMOR - Charter,film & video,comedy,0,90556,SEK,6,0,1,1,1,0,8,6,2016,8,7,2016,42529,42559,90556,Georgia,Tbilisi,0,1,0,0,0,0,1,19,1
817,acroentertainment/acro-an-alphabet-art-book,acroentertainment,ACRO An Alphabet Art Book,publishing,art books,1,51512,USD,4,3,2,5,1,0,7,11,2012,28,11,2012,41220,41241,49059,Saudi Arabia,Riyadh,3,1,0,0,0,1476,1,41,0
819,1704816147/freewall-mural-project,1704816147,Freewall Mural Project,art,public art,0,3798,USD,6,15,1,3,1,0,4,7,2012,23,7,2012,41094,41113,3798,Spain,Barcelona,4,1,0,0,0,1361,3,18,1
820,589382472/claudia-is-turning-a-new-leaf,589382472,"Claudia is Turning a New Leaf""""",art,sculpture,0,4004,USD,8,5,1,1,1,0,22,6,2013,24,7,2013,41447,41479,4004,Italy,Rome,2,1,0,0,1,0,1,31,1
821,megsterr/projekt-gnoma-illustrated-series,megsterr,Projekt Gnoma: Illustrated Series,publishing,art books,0,1092,USD,5,4,1,5,1,0,12,7,2011,10,9,2011,40736,40796,1092,Egypt,Cairo,9,4,1,0,6,0,2,50,1
822,2138903865/palette-artspace-help-us-grow,2138903865,Palette Artspace - Help Us Grow!,art,mixed media,1,9501,USD,2,1,1,2,1,0,8,5,2015,22,6,2015,42132,42177,5256,South Korea,Seoul,0,1,0,0,1,0,2,33,0
823,miamoss/moss-keramik-needs-more-pottery-wheels,miamoss,Moss Keramik needs more pottery wheels!,crafts,pottery,0,26093,EUR,0,3,1,5,1,0,28,2,2019,17,3,2019,43524,43541,26093,Tajikistan,Dushanbe,4,1,0,0,0,0,1,44,1
824,dreamsteamgame/cat-fight,dreamsteamgame,Cat Fight,games,tabletop games,0,3414,USD,2,2,0,8,1,0,10,7,2019,9,8,2019,43656,43686,3414,Israel,Rehovot,0,2,1,1,13,0,2,27,1
825,49974802/the-phone-spinner,49974802,Phone Spinners,design,product design,1,3591,USD,55,9,1,5,1,3,25,6,2019,24,8,2019,43641,43701,997,Greece,Athens,1,1,0,0,26,0,0,54,0
826,rillworks/poop-head-trump,rillworks,Poop Head Trump,art,sculpture,0,3248,USD,0,0,1,2,0,0,2,12,2016,22,12,2016,42706,42726,3248,Russia,Ochakovo-Matveyevskoye,6,2,1,0,3,0,3,60,1
827,2010002187/factualnote-fn,2010002187,FactualNote (FN),technology,software,0,764,USD,0,0,1,0,0,0,5,4,2018,5,5,2018,43195,43225,764,Argentina,Morteros,1,1,1,0,0,0,1,60,1
828,savmos/cooling-bed-technology-fresh-and-99-anti-bacterial,savmos,"Cooling Bed Technology, Fresh & 99% Anti-bacterial",design,product design,0,34062,EUR,199,17,1,23,1,1,29,4,2019,13,6,2019,43584,43629,34062,Ukraine,Zgurovka,0,1,0,0,44,0,1,25,1
829,865232334/emerald-blue,865232334,Emerald Blue,comics,graphic novels,0,395,USD,1,5,0,1,1,0,2,10,2017,30,11,2017,43010,43069,395,Greece,Athens,0,1,1,0,0,0,0,57,1
830,1939882628/the-sandra-west-diaries-season-2-episodes-1-5,1939882628,The Sandra West Diaries - Season 2 - Episodes 1-5,film & video,comedy,0,10326,USD,0,36,1,3,1,0,3,3,2017,2,4,2017,42797,42827,10326,New Zealand,Wellington,11,9,1,0,1,699,6,47,1
831,stknezovich/franksgiving-a-short-film,stknezovich,Franksgiving: A short film,film & video,comedy,0,39709,USD,3,9,4,5,1,0,7,10,2014,11,11,2014,41919,41954,39709,United States,New York,19,1,0,0,0,0,1,37,1
832,8026748/revisited-omega-virus,8026748,Revisited: Omega Virus,film & video,horror,1,5969,USD,0,1,1,0,0,0,15,1,2016,19,2,2016,42384,42419,4683,Tanzania,Dodoma,0,3,2,1,0,487,0,35,0
833,dailymagicgames/chocolatiers,dailymagicgames,Chocolatiers,games,tabletop games,1,125532,USD,160,5,3,29,1,2,29,1,2019,15,2,2019,43494,43511,2361,United States,Lilongwe,201,20,1,1,2545,0,2,65,0
835,446077073/mastersweets,446077073,MasterSweets,games,tabletop games,0,10316,DKK,12,5,10,40,1,0,12,12,2018,20,12,2018,43446,43454,10316,Iceland,Reykjavik,0,3,0,1,9,0,1,23,1
836,813369507/ride-with-me-short-film,813369507,Ride With Me Short Film,film & video,animation,1,64983,USD,5,12,2,12,0,0,18,7,2013,13,9,2013,41473,41530,62572,Madagascar,Antananarivo,5,1,1,0,7,0,4,57,0
837,production-ig/masaaki-yuasas-kick-heart,production-ig,"Masaaki Yuasa's Kick-Heart""""",film & video,animation,0,118407,USD,517,48,5,31,1,0,1,10,2012,31,10,2012,41183,41213,118407,Netherlands,Eindhoven,0,1,0,0,107,0,1,43,1
838,1645284718/john-at-danceweb-2016-cultural-exchange-in-dance-i,1645284718,John at danceWEB 2016 - cultural exchange in dance in Vienna,dance,residencies,0,9213,USD,0,3,1,4,1,0,20,4,2016,20,5,2016,42480,42510,9213,China,Hebei,10,1,0,0,0,0,0,64,1
839,harkerwatches/harker-watches-exclusivity-tailored-for-you,harkerwatches,Harker Watches - Exclusivity tailored for you,design,product design,1,253569,USD,275,11,2,65,1,0,22,8,2018,21,9,2018,43334,43364,13089,Australia,Paradise Island,1,1,0,0,48,0,1,28,0
840,gamblemade/the-ultralink-elementally-elementary,gamblemade,#NAME?,design,product design,1,49363,USD,47,9,0,16,1,1,17,10,2018,15,11,2018,43390,43419,4018,Germany,Frankfurt,83,11,0,2,208,0,2,59,0
841,497366059/the-travel-packer-the-only-toiletry-bag-you-will-e,497366059,THE TRAVEL PACKER - The Slimmest & Modular Toiletry Bag,design,product design,0,10452,HKD,226,11,1,37,1,4,25,9,2018,31,10,2018,43368,43404,10452,Sweden,Nacka,13,2,0,0,264,0,1,29,1
842,1004659867/absolon-new-ep-at-the-abyss-is-ready-for-recording,1004659867,"Absolon New EP At the Abyss"" Is Ready for Recording!""",music,metal,0,3028,USD,0,0,0,1,1,0,2,8,2015,1,9,2015,42218,42248,3028,United States,Grapevine  Texas,0,2,2,0,0,586,1,19,1
843,2076402640/stories-from-the-man-upstairs,2076402640,Stories from the Man Upstairs,film & video,comedy,0,2691,USD,0,1,1,1,1,0,16,5,2014,15,6,2014,41775,41805,2691,Liechtenstein,Vaduz,9,1,0,0,0,0,0,64,1
844,270042863/the-worlds-first-boozy-candy-cane,270042863,The World's First Boozy Candy Cane!,design,product design,1,102258,GBP,32,7,0,18,1,0,10,6,2019,10,7,2019,43626,43656,9465,South Africa,Klerksdorp,10,3,0,1,12,0,2,40,0
845,biplanegames/filibuster-0,biplanegames,Filibuster!,games,tabletop games,0,8283,USD,21,17,4,23,1,1,9,10,2018,6,11,2018,43382,43410,8283,Sweden,Valdemarsvik,0,2,1,0,13,0,2,19,1
846,419170021/things-of-that-nature,419170021,Things of That Nature,film & video,horror,0,801,USD,0,0,1,0,0,0,2,5,2017,21,6,2017,42857,42907,801,Israel,JerUnited Stateslem,0,2,2,0,0,0,1,38,1
847,megamintgames/satanimals-build-your-ultimate-demonic-petting-zoo,megamintgames,SATANIMALS: Build Your ULTIMATE Demonic Petting Zoo,games,tabletop games,0,209,USD,35,18,6,16,1,0,12,2,2019,6,3,2019,43508,43530,209,Nepal,Kathmandu,17,1,0,0,15,0,1,59,1
848,lonelylemming/pass-a-fist,lonelylemming,Pass-a-Fist,games,tabletop games,0,4353,USD,60,12,3,10,1,0,9,7,2019,8,8,2019,43655,43685,4353,Sweden,Danderyd,8,1,0,0,25,0,1,52,1
849,621408213/nyc-debut-at-clio-art-fair,621408213,NYC debut at Clio Art Fair,art,mixed media,0,297,USD,1,0,1,0,0,0,25,4,2018,25,5,2018,43215,43245,297,Greece,Athens,0,1,1,0,0,904,2,57,1
852,juanmartinezdesigns/hexai-hexagons-and-cryo-stainless-steel-edc-foldin,juanmartinezdesigns,HEXAI: Hexagons & cryo stainless steel EDC folding knife,design,design,0,2059,EUR,42,8,1,71,1,10,11,3,2019,10,4,2019,43535,43565,2059,Georgia,Tbilisi,0,1,0,0,21,0,0,59,1
853,998722984/berkeley-spark-bringing-burning-man-to-berkeley,998722984,Berkeley Spark - bringing Burning Man to Berkeley!,art,public art,1,17866,USD,0,0,1,4,1,0,23,7,2013,22,8,2013,41478,41508,16476,Latvia,Riga,0,1,0,0,0,0,3,58,0
854,25944318/orcs-of-new-york-the-series,25944318,Orcs of New York: The Series,film & video,comedy,0,102459,USD,5,12,1,0,0,0,9,6,2018,7,7,2018,43260,43288,102459,South Korea,Seoul,0,1,1,0,1,0,1,20,1
855,388875987/a-lifesaving-idea,388875987,A Lifesaving Idea...,technology,hardware,0,278,USD,0,0,0,1,1,0,12,7,2016,11,8,2016,42563,42593,278,Canada,Carleton Place,0,1,1,0,0,0,2,18,1
856,kaizokupress/mutants-and-masterminds-guida-del-gamemaster,kaizokupress,Mutants & Masterminds - Guida del Gamemaster,games,tabletop games,0,7711,EUR,6,11,1,12,1,0,8,3,2019,7,4,2019,43532,43562,7711,Ukraine,Novohrad-Volynskyy,1,4,0,1,28,0,2,29,1
857,invedars/frankenstein-a-monster-building-game,invedars,Frankenstein. A monster building game.,games,tabletop games,0,694,EUR,213,15,4,26,1,0,2,4,2019,25,4,2019,43557,43580,694,Egypt,Cairo,16,4,0,1,221,0,3,45,1
858,relationshop/relationshop-tv-comedy-pilot,relationshop,Relationshop - TV Comedy Pilot,film & video,comedy,0,815,GBP,1,1,1,9,1,0,18,9,2017,28,10,2017,42996,43036,815,Malaysia,Kuala Lumpur,1,1,0,0,0,0,1,55,1
859,696200956/the-online-school-of-politics-economics-and-commun,696200956,"The Online School of Politics, Economics &  Communication",publishing,radio & podcasts,0,703,USD,0,0,1,0,0,0,7,3,2014,17,3,2014,41705,41715,703,Russia,Moscow,1,2,2,0,0,181,2,52,1
860,1615843621/28mm-shogun-takeda-shingen-with-retainers,1615843621,28mm - SHOGUN - Takeda Shingen with Retainers,games,tabletop games,0,8995,GBP,9,17,0,96,1,0,28,9,2018,13,10,2018,43371,43386,8995,Spain,Barcelona,0,22,3,0,67,0,1,64,1
861,jodiegirlart/jodiegirlart-custom-art-services,jodiegirlart,JODIEGIRLART ~Custom Art Services,art,mixed media,1,20978,USD,0,1,0,1,1,0,11,6,2016,11,7,2016,42532,42562,249,India,New Delhi,0,1,1,0,0,64,2,31,0
862,bearowlstudios/rpg-achievement-stickers,bearowlstudios,RPG Achievement Stickers,games,tabletop games,0,805,USD,0,5,0,9,1,0,1,5,2019,28,5,2019,43586,43613,805,Germany,Frankfurt am Main,1,2,0,0,7,0,1,54,1
863,loresmyth/krakens-and-cannons-epic-ship-battle-maps-for-role,loresmyth,Krakens & Cannons - Epic Ship Battle Maps for Roleplaying,games,tabletop games,1,26311,EUR,54,36,1,15,1,0,29,1,2019,28,2,2019,43494,43524,736,Egypt,Cairo,12,8,0,1,674,0,2,41,0
864,scottdrummond/nightsmoke-volume-two-up-for-air,scottdrummond,NIGHTSMOKE Volume Two: Up For Air,comics,graphic novels,1,9907,USD,0,19,1,21,1,0,17,5,2016,18,6,2016,42507,42539,7583,Sweden,Vellinge,28,2,0,0,5,1036,4,37,0
865,mysticrealm/mystic-realms-act2-undergrowthbirth-of-the-blight,mysticrealm,Mystic-Realm's Act2: Undergrowth Birth of the Blight Terrain,games,tabletop games,0,4000,USD,64,8,2,36,1,0,17,4,2019,20,5,2019,43572,43605,4000,Australia,Melbourne,8,4,0,0,87,0,1,65,1
866,73849900/north-animated-film-about-north-koreas-prisoner-ca,73849900,"NORTH"" - Animated Film about North Korea's Prisoner Camps""",film & video,animation,0,20447,USD,16,12,1,1,1,0,2,11,2010,1,1,2011,40484,40544,20447,Germany,Berlin,4,1,0,0,4,0,7,55,1
867,craftingkingdoms/the-non-official-playmats-compatible-with-gloomhav,craftingkingdoms,The Non-Official Playmats compatible with Gloomhaven,games,tabletop games,1,96527,CAD,266,27,1,10,1,0,6,5,2019,31,5,2019,43591,43616,8338,Nicaragua,Managua,159,1,0,0,159,0,1,63,0
868,deezmaker/buko-3d-printer-raising-the-bar-of-open-source-3d,deezmaker,Bukobot 3D Printer - Affordable 3D with No Compromises!,technology,hardware,1,78488,USD,373,30,2,11,1,0,21,4,2012,23,5,2012,41020,41052,77675,Greece,Larissa,43,3,0,0,152,276,3,32,0
869,26016247/aerial-the-spider-animated-trailer,26016247,Aerial the Spider Animated Trailer,film & video,animation,1,56256,USD,0,0,1,0,0,0,9,5,2013,1,7,2013,41403,41456,25501,Luxembourg,Luxembourg,1,1,1,0,0,41,1,51,0
870,27129592/trung-sisters,27129592,Trung Sisters,comics,graphic novels,0,213315,USD,0,0,2,2,0,0,4,2,2016,20,3,2016,42404,42449,213315,Russia,Tsimlyansk,0,3,3,0,0,0,2,33,1
871,1094775787/port-power-usb-at-the-same-time,1094775787,#NAME?,technology,hardware,0,3765,USD,70,11,1,17,1,0,22,2,2014,31,3,2014,41692,41729,3765,Ireland,Dublin,1,1,0,0,13,0,1,32,1
872,852460143/the-adventures-of-luna-the-berner,852460143,The Adventures of Luna the Berner,publishing,art books,0,36298,NOK,0,2,1,15,0,0,1,3,2019,31,3,2019,43525,43555,36298,Israel,Beer Sheva,0,1,1,0,0,0,1,49,1
873,1797544984/cesedui-create-cross-platform-apps-without-program,1797544984,Cesedui - Create cross platform apps without programming,technology,software,0,52833,EUR,0,0,3,1,0,0,16,8,2017,15,10,2017,42963,43023,52833,Spain,sevilia,0,1,1,0,0,154,0,25,1
874,esart/ethereal-research-laboratories,esart,Ethereal Research Laboratories,art,mixed media,0,4733,USD,5,4,1,1,1,0,29,9,2011,28,11,2011,40815,40875,4733,Egypt,Cairo,6,2,0,0,5,1989,3,30,1
875,kurbe/kurbe-luxury-travel-cleanser-seen-on-conde-nast-traveller,kurbe,Kurbֳ©: Luxury Travel Cleanser | Seen on Conde Nast Traveller,design,product design,0,1361,GBP,0,0,1,5,0,0,30,5,2019,29,7,2019,43615,43675,1361,Netherlands,Amsterdam,0,1,1,0,0,0,1,39,1
876,1806793473/a-poster-that-knows-the-weather-first-updating-pap,1806793473,"A poster that knows the weather, first updating paper poster",design,product design,0,7718,AUD,106,15,1,25,1,1,2,2,2019,4,3,2019,43498,43528,7718,Greece,Athens,2,1,0,0,68,0,1,20,1
877,906857151/san-brocisco-the-interviews,906857151,San Brocisco - The Interviews,film & video,animation,0,67,EUR,0,0,1,0,0,0,24,2,2018,25,4,2018,43155,43215,67,Spain,madrid,0,1,1,0,0,527,1,20,1
878,ac2gallery/ac-2-gallery-2012-season-of-exhibitions-and-digita,ac2gallery,[AC]2 GALLERY 2012 SEASON OF EXHIBITIONS & DIGITAL ARCHIVE,art,public art,1,11827,USD,3,20,3,3,1,0,30,3,2012,29,5,2012,40998,41058,5767,Singapore,Singapore,2,1,0,0,1,0,1,29,0
879,imaatl/help-students-of-industry-makeup-academy-publish-m,imaatl,Help Students of Industry Makeup Academy Publish Makeup Book,publishing,art books,0,4837,USD,0,0,1,3,0,0,6,2,2015,13,3,2015,42041,42076,4837,France,Quimper,3,1,1,0,0,0,4,29,1
881,1412910408/quickstarter-miniwallet-v20-expandable,1412910408,Quickstarter: MiniWallet v.2.0 |Expandable|,design,product design,0,615,EUR,24,9,1,17,1,5,2,10,2018,22,10,2018,43375,43395,615,Laos,Vientiane,0,1,0,0,6,0,0,32,1
882,battlegrounds/hex-tile-content-add-ons-for-mapforge-map-making-s,battlegrounds,Hex Tile content Add-Ons for MapForge map-making software,games,tabletop games,0,248,USD,86,16,1,14,1,1,26,2,2019,25,3,2019,43522,43549,248,Thailand,Nong Ruea,9,9,1,3,1202,0,3,34,1
883,1560119603/larceny-lock-make-your-door-kick-in-proof,1560119603,Larceny Lock: Make Your Door Kick-in Proof,technology,hardware,0,120913,USD,0,1,2,15,0,0,2,11,2015,2,12,2015,42310,42340,120913,Germany,Berlin,0,1,1,0,0,610,1,29,1
884,935018266/the-hiphop-popup-book,935018266,The HipHop PopUp Book,publishing,art books,1,52235,USD,22,4,2,13,0,0,28,8,2015,27,10,2015,42244,42304,51409,Ukraine,Kostyantynivka,1,1,1,0,10,0,1,19,0
885,journova/empower-your-journey-waycharger-and-viewcharger,journova,Empower Your Journey: Waycharger and Viewcharger,technology,hardware,0,10473,USD,96,12,3,19,1,0,4,11,2013,4,12,2013,41582,41612,10473,Spain,Valencia,12,1,0,0,45,0,1,42,1
886,1318305359/graphic-novel-art-fund,1318305359,Graphic Novel Art Fund,comics,graphic novels,0,705,USD,0,1,0,2,1,0,29,2,2016,29,4,2016,42429,42489,705,Brazil,Franco da Rocha,1,1,1,0,0,801,0,44,1
887,1778269676/haunting-in-1018-milnor,1778269676,Haunting in 1018 Milnor,film & video,horror,1,98302,USD,0,0,0,1,1,0,26,3,2016,1,5,2016,42455,42491,97324,Nepal,Kathmandu,0,1,1,0,0,135,0,38,0
888,dorrian/a-statue-of-nikola-tesla-in-the-silicon-valley,dorrian,A Statue of Nikola Tesla in the Silicon Valley,art,public art,0,280641,USD,30,19,1,11,1,0,1,5,2013,2,6,2013,41395,41427,280641,Romania,Bucharest,75,1,0,0,6,633,0,27,1
889,1461951703/gun-bugs-toy-line-and-animated-cartoon-series,1461951703,Gun Bugs Toy line and Animated cartoon series.,film & video,animation,1,226264,USD,0,0,2,0,0,0,7,1,2015,3,3,2015,42011,42066,76820,Canada,Carman,0,2,2,0,0,0,0,64,0
890,366150059/witches-of-folklore,366150059,Witches Of Folklore,film & video,horror,1,6774,USD,1,3,2,7,0,0,28,4,2015,28,5,2015,42122,42152,4987,Thailand,Bangkok,8,7,2,1,32,712,1,40,0
891,1707068083/officially-awesome-celebrant-software,1707068083,Officially Awesome Celebrant Software,technology,software,0,11936,AUD,0,0,1,1,0,0,6,11,2017,6,12,2017,43045,43075,11936,South Korea,Ansan-si,0,1,1,0,0,0,3,30,1
892,johnnynava/blockbusters,johnnynava,Blockbusters,film & video,comedy,0,28039,USD,0,1,1,2,0,0,2,12,2015,1,1,2016,42340,42370,28039,France,Cergy-Pontoise,3,1,1,0,0,0,0,23,1
894,1053506298/ludum-et-refugium-portland-core-2013,1053506298,"Ludum et Refugium, Portland CORE 2013",art,public art,1,24802,USD,4,10,1,11,1,0,15,5,2013,17,6,2013,41409,41442,22236,Tanzania,Dodoma,2,1,0,0,2,0,1,54,0
895,553258234/illaborate-glassworks-help-keep-me-working,553258234,Illaborate Glassworks HELP KEEP ME WORKING!!!,art,mixed media,1,1629,USD,1,0,1,0,0,0,14,8,2015,13,10,2015,42230,42290,940,Mexico,Cancun,0,1,1,0,0,0,0,20,0
896,871534856/grafik-aircraft-the-sun-was-behind-us,871534856,Grafik Aircraft: Battle of Britain Camo Collection + TheJets,design,graphic design,1,48114,GBP,6,20,2,59,1,0,19,6,2019,19,7,2019,43635,43665,14319,South Korea,Incheon,16,8,0,0,75,0,1,62,0
897,1323767828/monsters-anonymous-0,1323767828,Monsters Anonymous,film & video,comedy,0,59935,USD,5,18,1,4,1,0,25,1,2016,24,2,2016,42394,42424,59935,United Kingdom,London,9,1,0,0,3,0,2,56,1
899,541358051/send-penn-state-ceramics-to-nceca,541358051,The Power of Ceramics. Send PSU ceramics to NCECA,art,sculpture,1,12964,USD,0,1,1,0,0,0,12,12,2012,11,1,2013,41255,41285,12081,Belarus,Ivatsevichy,1,3,1,0,0,0,2,55,0
900,sonsofcain/sons-of-cain-debut-album-promotion,sonsofcain,Sons Of Cain: Debut Album Promotion,music,metal,0,19855,GBP,1,12,1,0,0,0,13,5,2016,12,6,2016,42503,42533,19855,Spain,madrid,2,1,1,0,1,161,2,34,1
901,994513914/bismuth-bowls-elemental-display-art-to-amaze,994513914,Bismuth Bowls: Elemental Display Art to Amaze!,art,sculpture,1,7403,USD,14,5,1,18,1,0,23,5,2017,12,6,2017,42878,42898,4895,Greece,Athens,11,2,1,0,0,101,2,30,0
903,1258576894/morbid-coloring-book,1258576894,Morbid coloring book,publishing,art books,0,3008,USD,0,0,0,1,1,0,23,4,2016,23,5,2016,42483,42513,3008,Spain,Barcelona,0,1,1,0,0,0,1,29,1
904,703548679/grow-bigger-healthier-vegetables-with-miracle-stak,703548679,"Grow Bigger, Healthier Vegetables with Miracle Stake!",technology,hardware,0,3547,USD,95,14,2,12,1,0,15,4,2014,15,5,2014,41744,41774,3547,Russia,Uchaly,1,2,1,0,15,21,3,63,1
905,misterglasgow/barra-boys,misterglasgow,'Barra Boys',film & video,comedy,1,2667,GBP,0,0,1,1,1,0,17,12,2014,15,2,2015,41990,42050,763,United States,Nashville,0,1,1,0,0,0,2,20,0
906,comickerllc/comicker-press-season-2,comickerllc,Comicker Press: Season 2,comics,graphic novels,0,16837,USD,1,19,1,35,0,0,23,8,2017,23,9,2017,42970,43001,16837,Ireland,Dublin,0,4,1,1,6,0,5,52,1
907,407654601/ultima-force-animated-trailer,407654601,Ultima Force Animated Trailer,film & video,animation,0,7216,USD,0,0,1,13,0,0,2,12,2013,1,1,2014,41610,41640,7216,Japan,Tokyo,25,2,2,0,0,0,1,23,1
908,803026097/help-fund-laguarias-first-ep,803026097,Help Fund Laguaria's First EP! (Canceled),music,metal,0,185,USD,0,1,0,1,1,0,5,12,2014,4,1,2015,41978,42008,185,Netherlands,Utrecht,0,1,0,1,0,36,2,22,1
909,axlrivera/serie-animada-nebi-mysteries,axlrivera,Serie animada Nebi Mysteries,film & video,animation,1,77355,MXN,0,0,0,4,1,0,5,1,2017,4,2,2017,42740,42770,7418,Spain,Sevilia,0,1,1,0,0,0,1,37,0
910,1113879670/psychoanalysis-feature-film-post-funds,1113879670,Psychoanalysis - Feature Film (Post Funds),film & video,comedy,1,9284,AUD,4,5,5,11,1,0,17,11,2014,17,12,2014,41960,41990,5043,Canada,Carbonear,0,1,0,0,2,0,3,39,0
911,mcnastee/mcnastees-first-gallery-showing,mcnastee,McNastee's First Gallery Showing,art,public art,1,3698,USD,0,0,0,6,1,0,8,3,2012,28,3,2012,40976,40996,1587,France,Meaux,2,1,0,0,0,0,4,23,0
912,onetilefourwords/quickstarter-one-tile-four-words,onetilefourwords,Quickstarter: One Tile. Four Words.,design,product design,0,1673,DKK,4,4,2,20,1,0,6,11,2018,21,11,2018,43410,43425,1673,Saudi Arabia,Medina,0,1,0,0,2,0,1,56,1
913,1811189679/all-controller-universal-and-fully-customizable,1811189679,ALL Controller | Universal & Fully Customizable,technology,hardware,0,7886,CAD,1077,35,2,34,1,1,1,8,2017,15,9,2017,42948,42993,7886,Russia,Porkhov,2,1,0,0,69,0,1,65,1
914,veeveeyan/the-zodiacs-a-dangle-hard-enamel-pin-series,veeveeyan,The Zodiacs: A Dangle Hard Enamel Pin Series,design,product design,1,19065,USD,90,11,0,24,1,1,12,7,2019,2,8,2019,43658,43679,17018,New Zealand,Wellington,71,9,0,1,391,0,3,60,0
915,sbj/its-super-effective-evolving-the-best-pokemon-podc,sbj,"It's Super Effective, Evolving the Best Pokֳ©mon Podcast",publishing,radio & podcasts,0,12258,USD,4,14,2,8,1,0,28,10,2014,19,11,2014,41940,41962,12258,Argentina,Cruz de los Milagros,122,3,0,0,15,0,1,20,1
916,1869110379/international-interdisciplinary-artists-residency-1,1869110379,International Interdisciplinary Artists Residency 2018,dance,residencies,1,44726,USD,0,1,1,1,1,0,19,7,2018,17,8,2018,43300,43329,13518,Canada,Orillia,12,5,0,0,0,0,2,51,0
917,1292622430/ultimate-grilling-rub-collection,1292622430,Ultimate Grilling Rub Collection (Canceled),food,small batch,0,275,USD,0,0,0,1,1,0,10,10,2017,9,11,2017,43018,43048,275,Romania,Bucharest,0,1,0,1,0,990,0,28,1
918,524348157/aidhub-nonprofit-global-platform-for-greater-good,524348157,AidHub - Nonprofit Global Platform for Greater Good,technology,software,0,234,AUD,1,1,2,4,0,0,8,1,2018,9,3,2018,43108,43168,234,Spain,sevilia,0,1,1,0,1,0,1,55,1
919,419524727/the-ute-sports-report,419524727,The Ute Sports Report,publishing,radio & podcasts,1,8085,USD,2,1,0,1,1,0,19,6,2013,19,7,2013,41444,41474,6282,France,Marne la Valle,0,1,1,0,0,0,1,46,0
